Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,Volume,Dividends,Stock Splits
2024-09-20,62941.42578125,64119.53125,62364.60546875,63192.9765625,35177164222,0.0,0.0
2024-09-21,63184.33984375,63543.359375,62783.10546875,63394.83984375,14408616220,0.0,0.0
2024-09-22,63396.8046875,63993.421875,62440.7265625,63648.7109375,20183348802,0.0,0.0
2024-09-23,63643.1015625,64733.55859375,62628.078125,63329.80078125,31400285425,0.0,0.0
2024-09-24,63326.83984375,64695.21484375,62737.41796875,64301.96875,29938335243,0.0,0.0
2024-09-25,64302.58984375,64804.50390625,62945.375,63143.14453125,25078377700,0.0,0.0
2024-09-26,63138.546875,65790.796875,62669.26953125,65181.01953125,36873129847,0.0,0.0
2024-09-27,65180.6640625,66480.6953125,64852.9921875,65790.6640625,32058813449,0.0,0.0
2024-09-28,65792.1796875,66255.53125,65458.03515625,65887.6484375,15243637984,0.0,0.0
2024-09-29,65888.8984375,66069.34375,65450.015625,65635.3046875,14788214575,0.0,0.0
2024-09-30,65634.65625,65635.0546875,62873.6171875,63329.5,37112957475,0.0,0.0
2024-10-01,63335.60546875,64110.98046875,60189.27734375,60837.0078125,50220923500,0.0,0.0
2024-10-02,60836.32421875,62357.6875,59996.94921875,60632.78515625,40762722398,0.0,0.0
2024-10-03,60632.484375,61469.0390625,59878.8046875,60759.40234375,36106447279,0.0,0.0
2024-10-04,60754.625,62465.9921875,60459.94140625,62067.4765625,29585472513,0.0,0.0
2024-10-05,62067.609375,62371.0234375,61689.58203125,62089.94921875,13305410749,0.0,0.0
2024-10-06,62084.98828125,62959.5703125,61833.1484375,62818.953125,14776233667,0.0,0.0
2024-10-07,62819.109375,64443.70703125,62152.55078125,62236.66015625,34253562610,0.0,0.0
2024-10-08,62221.64453125,63174.3046875,61843.5625,62131.96875,28134475157,0.0,0.0
2024-10-09,62131.7265625,62508.8359375,60314.61328125,60582.1015625,27670982363,0.0,0.0
2024-10-10,60581.9296875,61236.72265625,58895.20703125,60274.5,30452813570,0.0,0.0
2024-10-11,60275.4609375,63400.87109375,60046.125,62445.08984375,30327141594,0.0,0.0
2024-10-12,62444.6171875,63448.78515625,62443.26953125,63193.0234375,16744110886,0.0,0.0
2024-10-13,63192.9453125,63272.65234375,62035.63671875,62851.375,18177529690,0.0,0.0
2024-10-14,62848.3984375,66482.4921875,62442.15234375,66046.125,43706958056,0.0,0.0
2024-10-15,66050.3671875,67881.6796875,64809.1953125,67041.109375,48863870879,0.0,0.0
2024-10-16,67042.4609375,68375.2890625,66758.7265625,67612.71875,38195189534,0.0,0.0
2024-10-17,67617.078125,67912.2109375,66647.390625,67399.8359375,32790898511,0.0,0.0
2024-10-18,67419.109375,68969.75,67177.8203125,68418.7890625,36857165014,0.0,0.0
2024-10-19,68418.9765625,68668.0078125,68024.640625,68362.734375,14443497908,0.0,0.0
2024-10-20,68364.1796875,69359.0078125,68105.71875,69001.703125,18975847518,0.0,0.0
2024-10-21,69002.0,69462.734375,66829.8515625,67367.8515625,37498611780,0.0,0.0
2024-10-22,67360.703125,67801.578125,66581.3671875,67361.40625,31808472566,0.0,0.0
2024-10-23,67362.375,67402.7421875,65188.03515625,66432.1953125,32263980353,0.0,0.0
2024-10-24,66653.703125,68798.9609375,66454.1015625,68161.0546875,31414428647,0.0,0.0
2024-10-25,68165.296875,68722.15625,65521.79296875,66642.4140625,41469984306,0.0,0.0
2024-10-26,66628.734375,67317.921875,66360.59375,67014.6953125,19588098156,0.0,0.0
2024-10-27,67023.4765625,68221.3125,66847.2265625,67929.296875,16721307878,0.0,0.0
2024-10-28,67922.671875,70212.265625,67535.1328125,69907.7578125,38799856657,0.0,0.0
2024-10-29,69910.046875,73577.2109375,69729.9140625,72720.4921875,58541874402,0.0,0.0
2024-10-30,72715.3671875,72905.296875,71411.734375,72339.5390625,40646637831,0.0,0.0
2024-10-31,72335.046875,72662.3125,69590.5,70215.1875,40627912076,0.0,0.0
2024-11-01,70216.8984375,71559.015625,68779.703125,69482.46875,49989795365,0.0,0.0
2024-11-02,69486.0234375,69867.3515625,69033.71875,69289.2734375,18184612091,0.0,0.0
2024-11-03,69296.3828125,69361.65625,67482.5234375,68741.1171875,34868307655,0.0,0.0
2024-11-04,68742.1328125,69433.1796875,66803.6484375,67811.5078125,41184819348,0.0,0.0
2024-11-05,67811.171875,70522.7890625,67458.8671875,69359.5625,46046889204,0.0,0.0
2024-11-06,69358.5,76460.15625,69322.03125,75639.078125,118592653963,0.0,0.0
2024-11-07,75637.0859375,76943.1171875,74480.421875,75904.859375,63467654989,0.0,0.0
2024-11-08,75902.8359375,77252.75,75648.7421875,76545.4765625,55176858003,0.0,0.0
2024-11-09,76556.1875,76932.765625,75773.7890625,76778.8671875,29009480361,0.0,0.0
2024-11-10,76775.546875,81474.421875,76565.4296875,80474.1875,82570594495,0.0,0.0
2024-11-11,80471.4140625,89604.5,80283.25,88701.484375,117966845037,0.0,0.0
2024-11-12,88705.5625,89956.8828125,85155.109375,87955.8125,133673285375,0.0,0.0
2024-11-13,87929.96875,93434.3515625,86256.9296875,90584.1640625,123559027869,0.0,0.0
2024-11-14,90574.8828125,91765.21875,86682.8125,87250.4296875,87616705248,0.0,0.0
2024-11-15,87284.1796875,91868.7421875,87124.8984375,91066.0078125,78243109518,0.0,0.0
2024-11-16,91064.3671875,91763.9453125,90094.2265625,90558.4765625,44333192814,0.0,0.0
2024-11-17,90558.4609375,91433.0390625,88741.6640625,89845.8515625,46350159305,0.0,0.0
2024-11-18,89843.71875,92596.7890625,89393.59375,90542.640625,75535775084,0.0,0.0
2024-11-19,90536.8125,94002.8671875,90426.984375,92343.7890625,74521048295,0.0,0.0
2024-11-20,92341.890625,94902.0234375,91619.5,94339.4921875,71730956426,0.0,0.0
2024-11-21,94334.640625,99014.21875,94132.6015625,98504.7265625,106024505582,0.0,0.0
2024-11-22,98496.4296875,99655.5,97222.6640625,98997.6640625,78473580551,0.0,0.0
2024-11-23,99006.7421875,99014.6796875,97232.890625,97777.28125,44414644677,0.0,0.0
2024-11-24,97778.09375,98647.1796875,95788.078125,98013.8203125,51712020623,0.0,0.0
2024-11-25,98033.4453125,98935.03125,92642.9140625,93102.296875,80909462490,0.0,0.0
2024-11-27,91938.3203125,93089.71875,91804.3671875,92904.09375,91128438784,0.0,0.0
